Permalink,full_text,text,tokenized_text,nouns,nouns_adj,gensim_topics_14,gensim_topics_8,nouns_cv,nouns_adj_cv,sklearn_topics
1462379490609461,never support the thug in these cases but this isnt a normal case... this one was a murder -------------------------------------he started out shouting and under moderate physical activity if they are saying he was resisting thats 4 points.. he then b… See More,never support thug cases isnt normal case one murder started shouting moderate physical activity saying resisting thats points b see,"['never', 'support', 'thug', 'cases', 'isnt', 'normal', 'case', 'one', 'murder', 'started', 'shouting', 'moderate', 'physical', 'activity', 'saying', 'resisting', 'thats', 'points', 'b', 'see']","['support', 'thug', 'cases', 'case', 'murder', 'activity', 'thats', 'points', 'see']","['support', 'thug', 'cases', 'normal', 'case', 'murder', 'moderate', 'physical', 'activity', 'thats', 'points', 'see']",1,2,support thug cases case murder activity thats points see,support thug cases normal case murder moderate physical activity thats points see,4
1462379490609461,It is only getting started. You have not seen violence yet.,getting started seen violence yet,"['getting', 'started', 'seen', 'violence', 'yet']",['violence'],['violence'],9,6,violence,violence,4
1462379490609461,When protests turn violent...take them down hard!,protests turn violent take hard,"['protests', 'turn', 'violent', 'take', 'hard']",['protests'],"['protests', 'violent', 'hard']",5,4,protests,protests violent hard,1
1462379490609461,Dudley Owens I'm down with the protestors. Let's escalate this and really get this shit poppin. May the violence spread like wildfire in the streets across America. Bring these Fascist Fuckhead Murdering Pigs Down. #BlackLivesStillMatter,dudley owens protestors let escalate really get shit poppin may violence spread like wildfire streets across america bring fascist fuckhead murdering pigs blacklivesstillmatter,"['dudley', 'owens', 'protestors', 'let', 'escalate', 'really', 'get', 'shit', 'poppin', 'may', 'violence', 'spread', 'like', 'wildfire', 'streets', 'across', 'america', 'bring', 'fascist', 'fuckhead', 'murdering', 'pigs', 'blacklivesstillmatter']","['dudley', 'protestors', 'poppin', 'spread', 'wildfire', 'streets', 'america', 'murdering', 'pigs', 'blacklivesstillmatter']","['dudley', 'protestors', 'shit', 'poppin', 'spread', 'wildfire', 'streets', 'america', 'fascist', 'fuckhead', 'murdering', 'pigs', 'blacklivesstillmatter']",1,5,dudley protestors poppin spread wildfire streets america murdering pigs blacklivesstillmatter,dudley protestors shit poppin spread wildfire streets america fascist fuckhead murdering pigs blacklivesstillmatter,1
1462379490609461,"I wonder what it's going to be like when they start forcing the covid vaccine on us or else we can't get driver's licenses, fly on a plane or try and forcible take our children to vaccinate them....",wonder going like start forcing covid vaccine us else get driver licenses fly plane try forcible take children vaccinate,"['wonder', 'going', 'like', 'start', 'forcing', 'covid', 'vaccine', 'us', 'else', 'get', 'driver', 'licenses', 'fly', 'plane', 'try', 'forcible', 'take', 'children', 'vaccinate']","['wonder', 'start', 'vaccine', 'driver', 'licenses', 'plane', 'try', 'children']","['wonder', 'start', 'covid', 'vaccine', 'driver', 'licenses', 'plane', 'try', 'forcible', 'children']",2,2,wonder start vaccine driver licenses plane try children,wonder start covid vaccine driver licenses plane try forcible children,3
1462379490609461,Frank Brooks reminds of Hitler Communism.  I never thought I would see this in America in my lifetime.  ,frank brooks reminds hitler communism never thought would see america lifetime,"['frank', 'brooks', 'reminds', 'hitler', 'communism', 'never', 'thought', 'would', 'see', 'america', 'lifetime']","['brooks', 'communism', 'lifetime']","['frank', 'brooks', 'hitler', 'communism', 'america', 'lifetime']",7,7,brooks communism lifetime,frank brooks hitler communism america lifetime,4
1462379490609461,That will never happen in the USA.  https://www.justice.gov/crt/deprivation-rights-under-color-law?fbclid=IwAR0v5FvSI4uR1tz7lkWf_6BXvX6Zwf1yBKtdzMkp9Lgd4mzv9o0N2AdRrQQ,never happen usa https www justice gov crt deprivation rights color law fbclid iwar v fvsi ur tz lkwf bxvx zwf ybktdzmkp lgd mzv n adrrqq,"['never', 'happen', 'usa', 'https', 'www', 'justice', 'gov', 'crt', 'deprivation', 'rights', 'color', 'law', 'fbclid', 'iwar', 'v', 'fvsi', 'ur', 'tz', 'lkwf', 'bxvx', 'zwf', 'ybktdzmkp', 'lgd', 'mzv', 'n', 'adrrqq']","['https', 'www', 'justice', 'gov', 'crt', 'deprivation', 'rights', 'color', 'law', 'v', 'fvsi', 'tz', 'lkwf', 'bxvx', 'zwf', 'ybktdzmkp', 'lgd', 'mzv', 'n', 'adrrqq']","['usa', 'https', 'www', 'justice', 'gov', 'crt', 'deprivation', 'rights', 'color', 'law', 'fbclid', 'iwar', 'v', 'fvsi', 'ur', 'tz', 'lkwf', 'bxvx', 'zwf', 'ybktdzmkp', 'lgd', 'mzv', 'n', 'adrrqq']",1,1,https www justice gov crt deprivation rights color law v fvsi tz lkwf bxvx zwf ybktdzmkp lgd mzv n adrrqq,usa https www justice gov crt deprivation rights color law fbclid iwar v fvsi ur tz lkwf bxvx zwf ybktdzmkp lgd mzv n adrrqq,1
1462379490609461,"Protest is one thing, destroying the very city you live in? Why? What good does that do?",protest one thing destroying city live good,"['protest', 'one', 'thing', 'destroying', 'city', 'live', 'good']","['thing', 'city']","['thing', 'city', 'good']",10,3,thing city,thing city good,4
1462379490609461,"God help us!!! This was horrible! And I pray that this cold blooded murderer serves time along with the cops who stood & watched! But it's not a time to harrass, endanger, & kill innocent people!!! No matter what the cause, if you're putting innocent l… See More",god help us horrible pray cold blooded murderer serves time along cops stood watched time harrass endanger kill innocent people matter cause putting innocent l see,"['god', 'help', 'us', 'horrible', 'pray', 'cold', 'blooded', 'murderer', 'serves', 'time', 'along', 'cops', 'stood', 'watched', 'time', 'harrass', 'endanger', 'kill', 'innocent', 'people', 'matter', 'cause', 'putting', 'innocent', 'l', 'see']","['god', 'pray', 'cold', 'murderer', 'serves', 'time', 'cops', 'time', 'harrass', 'endanger', 'people', 'matter', 'l', 'see']","['god', 'horrible', 'pray', 'cold', 'murderer', 'serves', 'time', 'cops', 'watched', 'time', 'harrass', 'endanger', 'innocent', 'people', 'matter', 'innocent', 'l', 'see']",4,3,god pray cold murderer serves time cops time harrass endanger people matter l see,god horrible pray cold murderer serves time cops watched time harrass endanger innocent people matter innocent l see,4
1462379490609461,yeah we need a civil war,yeah need civil war,"['yeah', 'need', 'civil', 'war']","['yeah', 'war']","['yeah', 'civil', 'war']",11,4,yeah war,yeah civil war,1
1462379490609461,"Jonathon Miller I'm just saying, just because one horrible act happened they have no right to put other lives in danger. Peaceful protests are one thing, but getting violant with innocent people & good police officers that's just trying to keep everyon… See More",jonathon miller saying one horrible act happened right put lives danger peaceful protests one thing getting violant innocent people good police officers trying keep everyon see,"['jonathon', 'miller', 'saying', 'one', 'horrible', 'act', 'happened', 'right', 'put', 'lives', 'danger', 'peaceful', 'protests', 'one', 'thing', 'getting', 'violant', 'innocent', 'people', 'good', 'police', 'officers', 'trying', 'keep', 'everyon', 'see']","['jonathon', 'miller', 'act', 'put', 'lives', 'protests', 'thing', 'people', 'police', 'officers', 'everyon', 'see']","['jonathon', 'miller', 'horrible', 'act', 'right', 'put', 'lives', 'peaceful', 'protests', 'thing', 'violant', 'innocent', 'people', 'good', 'police', 'officers', 'everyon', 'see']",3,1,jonathon miller act put lives protests thing people police officers everyon see,jonathon miller horrible act right put lives peaceful protests thing violant innocent people good police officers everyon see,4
1462379490609461,Violent protest were a weekly occurrence under obozo.   It was a heinous thing that the cops did and they should be charged.  Maybe the protesters should have waited to see if the cops are charged before destroying their own city.,violent protest weekly occurrence obozo heinous thing cops charged maybe protesters waited see cops charged destroying city,"['violent', 'protest', 'weekly', 'occurrence', 'obozo', 'heinous', 'thing', 'cops', 'charged', 'maybe', 'protesters', 'waited', 'see', 'cops', 'charged', 'destroying', 'city']","['occurrence', 'thing', 'cops', 'protesters', 'see', 'cops', 'city']","['violent', 'protest', 'weekly', 'occurrence', 'heinous', 'thing', 'cops', 'protesters', 'see', 'cops', 'city']",4,3,occurrence thing cops protesters see cops city,violent protest weekly occurrence heinous thing cops protesters see cops city,4
1462379490609461,"Jenny Rider ...Nice thing about protests, you can throw rocks at , the people with guns get a snoot full of tear gas, no”Social Distancing” to worry about. loot and steal. Amusing.",jenny rider nice thing protests throw rocks people guns get snoot full tear gas social distancing worry loot steal amusing,"['jenny', 'rider', 'nice', 'thing', 'protests', 'throw', 'rocks', 'people', 'guns', 'get', 'snoot', 'full', 'tear', 'gas', 'social', 'distancing', 'worry', 'loot', 'steal', 'amusing']","['jenny', 'rider', 'thing', 'protests', 'rocks', 'people', 'tear', 'gas', 'distancing', 'steal']","['jenny', 'rider', 'nice', 'thing', 'protests', 'rocks', 'people', 'snoot', 'full', 'tear', 'gas', 'social', 'distancing', 'loot', 'steal']",2,6,jenny rider thing protests rocks people tear gas distancing steal,jenny rider nice thing protests rocks people snoot full tear gas social distancing loot steal,2
1462379490609461,Rex Rexroat  but groups like ANTIFA don’t need and excuse.  That’s their idea of a good time,rex rexroat groups like antifa need excuse idea good time,"['rex', 'rexroat', 'groups', 'like', 'antifa', 'need', 'excuse', 'idea', 'good', 'time']","['rex', 'rexroat', 'groups', 'antifa', 'idea', 'time']","['rex', 'rexroat', 'groups', 'antifa', 'idea', 'good', 'time']",12,7,rex rexroat groups antifa idea time,rex rexroat groups antifa idea good time,1
1462379490609461,Shawn Lee Simcox,shawn lee simcox,"['shawn', 'lee', 'simcox']","['shawn', 'lee', 'simcox']","['shawn', 'lee', 'simcox']",13,7,shawn lee simcox,shawn lee simcox,2
1462379490609461,"Yes.  Do we forget ANTITA in ST Louis, arson and destruction at Berkeley, ANTIFA in Seattle........ ya.  I’ve seen it.   ",yes forget antita st louis arson destruction berkeley antifa seattle ya seen,"['yes', 'forget', 'antita', 'st', 'louis', 'arson', 'destruction', 'berkeley', 'antifa', 'seattle', 'ya', 'seen']","['st', 'louis', 'arson', 'destruction', 'berkeley', 'ya']","['antita', 'st', 'louis', 'arson', 'destruction', 'berkeley', 'seattle', 'ya']",11,3,st louis arson destruction berkeley ya,antita st louis arson destruction berkeley seattle ya,4
1462379490609461,War is coming!! ,war coming,"['war', 'coming']",['war'],['war'],11,4,war,war,1
1462379490609461,I bet it gets like Ferguson Missouri ,bet gets like ferguson missouri,"['bet', 'gets', 'like', 'ferguson', 'missouri']","['ferguson', 'missouri']","['ferguson', 'missouri']",6,6,ferguson missouri,ferguson missouri,4
1462379490609461,So where has anyone seen this when a black person shoots a white officer. I'll wait!!!!!,anyone seen black person shoots white officer wait,"['anyone', 'seen', 'black', 'person', 'shoots', 'white', 'officer', 'wait']","['anyone', 'person', 'officer', 'wait']","['anyone', 'black', 'person', 'shoots', 'white', 'officer', 'wait']",6,6,anyone person officer wait,anyone black person shoots white officer wait,4
1462379490609461,You don't remember Watts?,remember watts,"['remember', 'watts']",['watts'],['watts'],0,0,watts,watts,2
1462379490609461,No wonder the politicians in Minneapolis have been RACIST DEMOCRATS for the last 35 years all the Mayors were RACIST LYING DemoCRAPS.   Not sure this was really a racist event he was a very big guy and he was fighting back. It is unfortunate but probab… See More,wonder politicians minneapolis racist democrats last years mayors racist lying democraps sure really racist event big guy fighting back unfortunate probab see,"['wonder', 'politicians', 'minneapolis', 'racist', 'democrats', 'last', 'years', 'mayors', 'racist', 'lying', 'democraps', 'sure', 'really', 'racist', 'event', 'big', 'guy', 'fighting', 'back', 'unfortunate', 'probab', 'see']","['wonder', 'politicians', 'racist', 'democrats', 'years', 'mayors', 'democraps', 'event', 'guy', 'probab', 'see']","['wonder', 'politicians', 'racist', 'democrats', 'last', 'years', 'mayors', 'democraps', 'sure', 'racist', 'event', 'big', 'guy', 'unfortunate', 'probab', 'see']",4,5,wonder politicians racist democrats years mayors democraps event guy probab see,wonder politicians racist democrats last years mayors democraps sure racist event big guy unfortunate probab see,2
